latitude,longitude,country
36.3333,128.75,125
23.5,121.0,127
36.7817,126.4522,125
-22.8051,-43.3686,166
46.5199,-80.9385,210
37.3236,126.8219,125
23.4879,-106.6216,214
-29.8556,31.0449,221
55.9344,13.5385,187
38.8616,-77.2663,211
43.8137,-79.4531,210
14.6328,-90.5199,213
37.5819,127.0541,125
22.3871,114.2163,134
36.0292,129.3648,125
27.1177,114.958,124
35.1496,126.9156,125
24.9633,121.2403,127
59.5764,30.1283,185
34.0068,-118.256,211
8.9002,-64.1557,172
40.4172,-3.6839999999999997,184
57.6467,11.9294,187
46.5168,-84.3333,210
10.0726,-69.3207,172
38.9161,-6.3437,184
-34.6022,-58.3845,169
31.1511,121.1115,124
51.7327,8.6885,177
3.095,101.6232,136
36.3214,127.4197,125
36.8065,127.1522,125
37.6405,127.2171,125
48.2,16.3667,202
55.0794,38.7783,185
43.4528,-110.7393,211
13.7833,100.5167,131
51.8953,4.1629,182
28.6519,77.2315,128
22.25,114.1667,134
28.1783,113.1117,124
16.0685,108.2215,133
-31.4,-64.1833,169
41.6868,-81.3399,211
-8.1457,-34.9738,166
48.4808,135.0928,185
48.6524,8.1365,177
56.0097,37.4819,185
-36.7174,-73.1068,168
-21.9065,-47.8747,166
15.6454,100.2218,131
-6.7065,-35.150999999999996,166
-6.6107,110.6722,132
-23.0959,-45.7179,166
10.4631,-73.2532,167
-19.073,-42.5445,166
51.1811,71.4278,148
31.6863,118.5077,124
39.0481,-77.4728,211
30.3927,-91.0014,211
33.0286,-96.8736,211
-7.2484,112.7419,132
-31.77,-52.341,166
-23.412,-46.4435,166
39.0728,114.8731,124
48.1084,11.6102,177
-1.2551,116.8428,132
53.2157,6.5765,182
48.7168,44.5035,185
34.6836,113.5325,124
-6.9986,-35.9078,166
41.1667,29.05,149
33.1613,115.6241,124
19.0439,-98.1984,214
39.9508,-82.9329,211
34.043,-117.7556,211
1.3902,-77.1598,167
45.5999,-121.1871,211
-23.3128,-51.1596,166
-19.8872,-44.0759,166
15.2233,120.5792,126
51.4032,-0.9207,183
39.786,-86.1589,211
33.0809,-96.7241,211
13.751,100.4873,131
33.5119,-101.9316,211
17.1088,103.0149,131
45.6591,11.415999999999999,176
20.676,-103.3358,214
38.7167,-9.1333,180
51.6552,-0.3879,183
51.4828,-0.1371,183
50.8294,-0.4836,183
27.5448,112.3706,124
22.8057,86.1804,128
-10.9823,-37.1033,166
-6.9932,110.4215,132
29.8782,121.5495,124
19.797,105.7674,133
30.6329,120.5608,124
48.8138,2.3873,175
1.3248,103.8566,130
-10.1708,123.6069,132
-8.5842,116.1187,132
-23.6704,-46.9472,166
48.5855,7.7418,175
-31.6542,-68.2853,169
51.2002,6.7564,177
4.6493,-74.0617,167
-6.1803,106.4514,132
31.2351,121.5276,124
36.541,136.6439,129
-6.2876,106.72200000000001,132
-33.3667,-70.5167,168
-51.6226,-69.2181,169
34.2619,-6.5821,227
-7.9826,112.6308,132
60.0531,10.8827,200
28.0167,-82.1359,211
52.3907,4.8637,182
17.4833,106.6,133
36.71,119.1019,124
20.8133,105.3383,133
28.4112,77.3132,128
8.4855,76.9492,128
39.9636,-104.9072,211
27.2278,106.3078,124
9.9983,-84.1171,217
5.329,100.292,136
3.0081,101.7719,136
14.35,108.0,133
16.271,-61.5045,218
17.6801,83.2016,128
47.3667,8.55,188
51.6008,-3.4253,183
-26.1,-65.1,169
39.4033,-9.1384,180
43.7085,10.4036,176
23.7518,90.4254,141
22.7165,75.8307,128
32.9665,-117.249,211
22.5626,88.363,128
39.6814,-104.8837,211
18.3808,-65.9574,219
52.4054,30.7591,198
24.7307,-107.3232,214
-33.5172,-70.7694,168
18.755,79.47399999999999,128
55.3333,86.0833,185
45.4643,9.1895,176
36.6372,127.4897,125
-12.0464,-77.0428,171
56.0333,12.8167,187
8.0,-5.0,232
51.8413,6.6242,177
58.026,7.4491,200
33.5922,-7.6184,227
21.1858,106.0746,133
59.3287,18.0717,187
47.9856,-122.2002,211
12.25,109.1833,133
24.4662,39.6168,146
43.6828,5.1747,175
2.7486,101.9435,136
9.9833,-84.1833,217
-29.906999999999996,-71.2562,168
20.6955,-103.4553,214
-26.2309,28.0583,221
-17.5087,-49.5994,166
31.848000000000003,-81.602,211
34.6848,135.4935,129
28.58,77.33,128
30.0778,31.2852,224
56.1616,15.5866,187
37.4687,126.9458,125
51.2265,6.7686,177
5.848,117.9591,136
50.9216,34.8003,179
41.8919,12.5113,176
4.7059,-74.2302,167
-8.0117,-34.9529,166
-33.0249,27.9082,221
31.0359,121.2146,124
28.4604,119.9103,124
54.9,23.9,181
-22.4751,-48.547,166
-26.8661,-53.2102,166
37.3931,-121.962,211
32.0,35.25,138
32.9661,-117.1202,211
41.1122,16.8547,176
39.9653,-83.0235,211
-23.1025,-47.1822,166
-8.2773,-35.0909,166
39.0667,-0.2667,184
-7.9974,-34.8731,166
54.4978,18.531,178
-15.7792,-47.9341,166
-25.5125,-54.6187,174
45.1041,39.0281,185
61.25,73.4167,185
50.1049,8.6295,177
40.0623,-86.0585,211
-8.6507,115.2124,132
14.6736,121.0229,126
-7.2024,107.8878,132
57.6554,12.0138,187
-34.5833,-58.4,169
32.0,-5.0,227
-33.9258,18.4232,221
39.5097,116.6947,124
35.7055,115.0165,124
46.0503,14.5046,201
-6.9181,106.9267,132
59.656000000000006,10.7879,200
-37.685,145.0139,250
-33.4667,-70.6,168
-25.3833,-57.6333,174
39.5012,-0.4313,184
38.3863,-78.9902,211
24.6742,121.1611,127
-5.1381,-37.2785,166
8.0,-2.0,233
-33.9,18.6333,221
51.5042,-0.2199,183
29.0884,-111.0461,214
-14.5829,-40.2762,166
35.7439,139.6461,129
46.3078,44.2558,185
39.037,-77.0412,211
32.8608,-79.9746,211
-20.0547,57.5453,234
14.4996,121.0507,126
-26.8236,-49.2864,166
44.4048,8.9444,176
-8.7619,-63.9039,166
41.7756,-71.3568,211
25.7087,-100.37799999999999,214
47.1449,8.1551,188
45.7818,4.9209,175
40.5,47.5,150
25.2925,51.5321,151
6.4181,-72.6888,167
52.4777,10.5511,177
24.5133,117.6556,124
6.848,79.9265,152
49.0634,1.4214,175
18.5196,73.8554,128
-38.0,-57.55,169
43.2627,-2.9253,184
-22.9201,-43.3307,166
-6.1443,106.7954,132
18.5333,-68.3667,215
44.4938,11.3387,176
46.8478,40.3067,185
36.0441,113.0423,124
10.2033,-71.31,172
43.3713,-8.396,184
43.0714,-71.7038,211
-6.9177,110.1999,132
-28.4422,-52.2741,166
23.726,90.4251,141
35.6468,139.6546,129
25.5,51.25,151
-36.9199,174.7969,251
19.3558,-99.0727,214
48.8384,2.2446,175
41.6015,-93.6127,211
50.2333,15.8,203
48.7078,2.4496,175
46.3862,16.4308,190
-17.8002,-63.1656,173
42.4667,-2.45,184
56.1591,13.7664,187
34.0349,-117.6185,211
45.4499,-73.8104,210
1.0,38.0,230
31.9522,34.8943,144
37.5333,126.95,125
27.3375,111.8964,124
42.4714,-90.1201,211
37.8021,-122.43299999999999,211
65.5842,22.1546,187
45.4807,9.0004,176
45.1667,15.5,190
40.2719,29.0983,149
37.7562,126.7865,125
20.5911,-103.3487,214
37.5153,126.8872,125
31.5019,34.4666,138
-8.05,-34.9,166
20.65,106.0667,133
52.218,5.1979,182
-8.5422,115.1352,132
49.0745,-121.9826,210
23.7018,90.3742,141
16.8358,100.2518,131
60.6167,16.7667,187
65.0121,25.4722,204
32.405,-116.7997,214
41.6959,44.832,153
-37.3984,-68.9287,169
-19.5483,-47.9414,166
20.253,105.9749,133
32.0303,120.8747,124
39.7628,-105.0263,211
41.0177,28.9744,149
54.5732,18.3947,178
44.6369,8.1697,176
-3.1019,-60.025,166
30.68,76.7221,128
-29.723000000000003,-51.0567,166
37.2336,127.20100000000001,125
32.4833,74.45,145
41.7816,-71.3897,211
50.4878,8.2618,177
-8.0657,111.9025,132
56.6388,47.8908,185
30.0,70.0,145
14.6097,-90.6569,213
20.5614,85.9918,128
-21.743000000000002,-49.5706,166
32.7787,-96.8217,211
52.5922,4.649,182
14.0,-14.0,235
31.3511,-109.5447,211
13.0,105.0,154
45.8331,40.1456,185
47.9173,106.9177,155
0.3162,32.5657,236
42.9549,12.7027,176
53.2359,10.2448,177
6.8651,79.8709,152
46.3096,6.0393,175
41.9403,25.5694,191
-29.2941,-49.827,166
21.0,57.0,156
49.3551,-122.9802,210
29.7223,-95.6285,211
33.4656,-111.9956,211
26.9261,75.7928,128
-34.9826,-71.2344,168
6.9984,80.9962,152
32.5843,-88.1872,211
32.3151,-86.2449,211
42.5198,-2.3702,184
27.7142,85.3145,157
45.2525,25.6351,186
34.8904,135.8032,129
-23.6955,-46.6116,166
-15.0,30.0,237
46.016999999999996,18.1889,199
14.2637,121.0526,126
24.9889,121.3176,127
43.1053,-79.1411,210
3.1549,101.7412,136
19.42,-99.1663,214
34.8647,117.5542,124
5.5502,-0.2174,233
33.5173,-117.1208,211
48.1393,-0.9006,175
21.3549,-101.92200000000001,214
18.19,99.3928,131
35.0597,-79.0058,211
2.9273,-75.2819,167
19.4727,-99.1352,214
19.3156,-98.8845,214
32.1858,35.0658,138
5.3811,100.3854,136
45.75,126.65,124
27.1219,80.1401,128
47.4919,19.05,199
32.9457,-97.1547,211
22.8137,108.3146,124
43.6077,-83.9498,211
48.9216,2.1926,175
14.9822,100.0154,131
31.4888,74.3686,145
41.8777,-87.6376,211
32.3972,119.4358,124
51.7398,5.466,182
50.7262,-120.1659,210
43.4647,-3.8044,184
24.074,120.5384,127
28.99,-111.3218,214
25.7563,-100.32600000000001,214
-4.7003,-50.5222,166
18.8268,-98.9365,214
41.7322,0.4372,184
52.7119,16.3778,178
-21.3393,55.4781,238
33.4306,-111.9256,211
41.8797,-87.6435,211
-25.2869,-57.6511,174
50.1103,8.7147,177
-20.8762,-48.3148,166
25.4756,117.7124,124
1.2,104.0,132
-16.6402,-49.2599,166
-20.3473,-41.9334,166
19.6721,-98.81700000000001,214
35.727,51.3336,140
21.6216,-104.8404,214
22.1682,107.0073,124
-31.2639,-53.9713,166
43.88,125.3228,124
52.8619,-8.1967,193
14.667,-17.4445,235
21.5168,39.2192,146
18.7903,98.9817,131
30.2133,-97.8533,211
37.3388,-121.8914,211
9.5869,76.5213,128
14.633,100.0374,131
36.7277,3.0827,226
50.8274,4.348,189
15.142000000000001,76.92399999999999,128
5.3082,-73.7089,167
49.8319,14.6853,203
18.5811,99.0092,131
3.5847,98.6629,132
-23.5312,-46.7901,166
54.5857,-1.3176,183
50.0765,14.5104,203
-5.1741,-38.0266,166
-29.7425,-51.1362,166
61.1663,-149.9575,211
53.1191,-0.7679,183
49.6768,12.1561,177
-22.5517,-47.1273,166
40.7876,-74.06,211
46.4725,19.9797,199
47.9972,19.1291,199
39.9107,32.8554,149
56.5,84.9667,185
-22.8896,-43.1054,166
38.9172,-77.0709,211
21.1959,72.8302,128
5.2967,103.0847,136
-7.9227,-34.9156,166
-23.695,-46.5616,166
27.8,85.2167,157
23.2547,77.4029,128
41.0214,28.9948,149
36.2101,128.3544,125
37.4979,126.8592,125
48.7687,2.2684,175
51.0207,-114.1011,210
58.0699,7.3961,200
37.3698,-121.816,211
34.1416,-80.8886,211
-27.2741,-50.6096,166
48.6346,6.3019,175
-41.4709,-72.9436,168
34.0347,-6.8175,227
60.1719,24.9347,204
23.9698,120.5323,127
17.3841,78.4564,128
35.798,140.1803,129
-15.3453,-47.1907,166
40.5511,-74.4606,211
-26.9283,-48.9595,166
68.9717,33.0819,185
27.9482,-82.5036,211
-21.2225,-47.8238,166
3.5843,-76.5048,167
25.6747,-100.26,214
30.0106,-95.4498,211
48.9537,2.4173,175
30.0136,120.5736,124
44.8166,20.4721,205
41.7405,-87.6587,211
51.6664,39.17,185
20.8567,106.6826,133
37.3631,126.9912,125
35.0,33.0,192
-17.8875,31.2444,239
37.9834,-122.0312,211
13.89,100.4333,131
33.7256,-117.9119,211
39.8996,-86.1692,211
-33.8867,151.2513,250
41.1236,122.99,124
43.6644,-79.4195,210
45.8491,-119.7143,211
-21.5341,-42.6481,166
32.0142,120.2625,124
42.3367,-7.8641,184
-16.8399,-49.2484,166
21.2333,81.6333,128
9.5,2.25,240
-22.7173,-42.0422,166
42.4182,-90.4195,211
-16.3122,-39.6702,166
1.5495,103.708,136
30.1838,113.3794,124
62.3833,17.3,187
8.7674,78.1342,128
58.5167,31.2833,185
11.0055,76.9661,128
41.1437,-104.8117,211
51.521,-3.2037,183
47.6032,-122.3412,211
33.0287,-117.0846,211
-7.5533,110.831,132
-30.0398,-50.2302,166
-34.054,151.15,250
51.3249,-0.5681,183
49.6117,6.13,196
34.6851,135.5136,129
54.9684,-1.4002,183
-39.6485,-72.2139,168
28.6225,-81.4317,211
-37.8159,144.9669,250
47.0,8.0,206
46.7949,-71.247,210
41.1167,122.05,124
-12.4642,-39.2681,166
-12.0439,-77.0281,171
10.823,106.6296,133
48.8954,2.2574,175
-5.3867,-47.5382,166
37.2859,127.0099,125
17.3064,99.8298,131
13.7618,100.5324,131
0.5667,34.5667,230
19.4055,-99.1898,214
8.4822,124.6472,126
43.4989,11.7178,176
50.7018,-3.5347,183
24.4798,118.0819,124
-0.4917,117.1458,132
6.4474,3.3903,231
47.5333,21.6333,199
43.5997,39.7293,185
45.3403,17.6853,190
-19.6009,-42.3233,166
-26.8742,-49.1023,166
39.1397,-86.5141,211
43.6598,11.1849,176
36.2341,117.727,124
36.6353,127.4678,125
47.4293,18.9136,199
51.3531,-1.6413,183
42.9896,-88.0876,211
51.93,4.4264,182
25.7741,-80.1817,211
48.4583,-123.3325,210
45.748000000000005,4.85,175
35.756,139.7036,129
40.6321,17.9361,176
27.9983,120.6666,124
48.928000000000004,2.3963,175
40.8106,111.6522,124
-21.1336,55.4719,238
6.0,12.0,241
-24.8304,-49.8554,166
47.482,8.3023,188
-16.5002,-68.1493,173
44.4006,-79.6676,210
59.4032,17.9448,187
26.4239,111.6131,124
32.0875,121.4008,124
-42.4636,-73.8083,168
-11.6667,-48.8422,166
-27.4938,-48.6527,166
-21.1148,-42.9729,166
31.9522,35.939,158
31.250999999999998,121.3897,124
-2.6495,-44.3044,166
36.7836,127.0042,125
37.3907,126.7888,125
3.7745,103.2176,136
50.2649,28.6767,179
-25.8775,-53.6286,166
52.4704,13.327,177
19.9973,73.791,128
-23.7041,-46.3999,166
41.9555,-87.6613,211
16.2931,102.6157,131
16.0162,108.2533,133
48.8166,2.4095,175
19.1718,-98.3967,214
53.4609,-113.3714,210
-20.0,47.0,242
6.1838,-75.5976,167
31.5707,120.2875,124
-33.494,143.2104,250
33.8333,35.8333,159
26.8393,80.9231,128
33.6957,73.0113,145
14.1667,100.5167,131
-31.3667,-64.2167,169
51.8659,-2.2059,183
33.3555,-86.8274,211
-25.9707,32.601,243
44.3136,-78.24,210
1.0128,100.5037,132
52.5372,13.6135,177
35.5819,139.7663,129
-28.8513,-49.4617,166
3.1466,101.6673,136
14.6265,121.0314,126
40.3057,-3.7329,184
43.9092,12.9164,176
45.8293,15.9793,190
54.7852,56.0456,185
19.2928,-99.1612,214
53.5233,49.4125,185
47.0561,37.3156,179
31.5191,120.0392,124
-28.6789,-62.8835,169
12.2979,76.6393,128
51.222,6.9078,177
-22.1437,-54.8047,166
50.9157,-113.89200000000001,210
28.4597,77.0282,128
-20.9104,-56.3386,166
6.9317,79.8482,152
37.9653,-87.3902,211
41.1496,-8.611,180
-20.8351,-47.5674,166
19.4417,-99.1664,214
-15.6179,-47.6487,166
51.2705,6.8144,177
-2.0,30.0,244
3.0806,101.6507,136
41.5959,13.4916,176
20.9902,105.6409,133
37.6604,127.0672,125
48.6348,24.5694,179
47.0883,17.9111,199
42.3167,-82.9977,210
33.058,-80.0101,211
24.9056,67.0822,145
48.9527,10.6046,177
41.7689,-71.4758,211
31.5388,119.9671,124
52.9648,-1.2132,183
51.4317,-0.4576,183
39.0801,-8.217,180
41.6801,2.4821,184
57.7584,16.6373,187
33.3902,-84.4748,211
58.2,68.2667,185
10.3668,-66.931,172
10.162,-66.8915,172
37.9842,23.7353,207
10.5048,-66.9208,172
57.8499,56.2634,185
1.3257,103.9109,130
16.0333,99.8667,131
52.2978,104.2964,185
46.0,105.0,155
41.5205,-80.0573,211
17.4,106.65,133
40.1435,-75.3779,211
3.0384,101.7105,136
31.2162,29.9529,224
43.6667,6.9167,175
5.3072,-4.0124,232
47.2331,9.6,202
32.1213,114.064,124
25.9562,-80.1828,211
45.5245,5.2528,175
59.1333,37.9,185
2.5,112.5,136
38.691,-9.3108,180
16.7827,96.1771,160
-15.4192,-55.8902,166
30.3361,-97.9842,211
14.0667,109.0333,133
-6.8227,39.291,245
56.175,47.2864,185
43.303999999999995,-0.3744,175
40.6755,14.7933,176
50.8336,4.3337,189
46.3215,-120.0156,211
43.36,132.19,185
19.4167,-71.1667,215
41.9908,122.8253,124
4.3071,-76.3761,167
-33.9167,18.4167,221
33.9075,-117.7866,211
17.9962,-76.8019,220
-29.9533,-71.3349,168
28.7827,-106.1538,214
6.6395,100.4273,131
13.0833,109.3,133
5.5417,95.3333,132
18.6656,105.6652,133
-7.5142,109.2942,132
36.7323,-76.0363,211
37.1882,-3.6067,184
41.8059,-89.7106,211
43.2638,76.9293,148
45.604,10.5247,176
14.4825,120.9169,126
31.0167,73.85,145
20.6805,-103.4491,214
3.0763,101.5168,136
15.85,108.3833,133
33.2486,126.5628,125
-7.55,112.2333,132
